increase_frequency:1000,first_frequency:10,last_frequency:100
frequency,transmission_ep,receiving_ep
38,1.52,0.2053
38,1.5445,0.2004
38,1.5396,0.1955
38,1.52,0.1906
38,1.5054,0.1955
38,1.4467,0.176
38,1.5054,0.1808
38,1.52,0.1808
38,1.5298,0.1808
38,1.5152,0.1955
38,1.5787,0.1857
38,1.5152,0.1808
38,1.5249,0.1857
38,1.5298,0.2444
38,1.5298,0.1955
38,1.5103,0.1906
38,1.5298,0.1857
38,1.5152,0.1906
38,1.5298,0.1857
38,1.4809,0.1906
38,1.5298,0.1857
38,1.5054,0.1857
38,1.4956,0.1857
38,1.4858,0.1857
38,1.5347,0.1955
38,1.5005,0.2004
38,1.5347,0.2053
38,1.5103,0.2053
38,1.6716,0.2102
38,1.5347,0.2102
38,1.5103,0.2004
38,1.5445,0.1906
38,1.5591,0.1955
38,1.5787,0.1857
38,1.4907,0.1906
38,1.5103,0.1906
38,1.5347,0.1808
38,1.5298,0.1857
38,1.5005,0.1857
38,1.4761,0.176
39.0kHz,,
39,1.4223,0.2542
39,1.4223,0.2199
39,1.4321,0.2151
39,1.4516,0.2199
39,1.4467,0.2102
39,1.437,0.2151
39,1.4516,0.2102
39,1.4272,0.2004
39,1.4321,0.1955
39,1.437,0.2004
39,1.4223,0.2102
39,1.4516,0.2102
39,1.4516,0.2102
39,1.4516,0.1906
39,1.4516,0.2102
39,1.4076,0.2151
39,1.3978,0.2053
39,1.4125,0.2248
39,1.437,0.2151
39,1.4663,0.2053
39,1.4907,0.2004
39,1.4809,0.2053
39,1.4467,0.2053
39,1.4321,0.2151
39,1.437,0.2151
39,1.4858,0.2053
39,1.4418,0.2102
39,1.4418,0.2004
39,1.4907,0.2053
39,1.4761,0.1955
39,1.4614,0.1808
39,1.4467,0.2004
39,1.4174,0.2102
39,1.4467,0.2102
39,1.4809,0.176
39,1.4809,0.1955
39,1.4712,0.1857
39,1.4467,0.1808
39,1.4223,0.1662
39,1.437,0.176
39,1.4076,0.176
39,1.4663,0.1955
39,1.4663,0.176
39,1.4956,0.1955
39,1.4614,0.1955
39,1.4956,0.1906
39,1.4321,0.1857
39,1.4321,0.2004
39,1.4272,0.2004
39,1.4663,0.2004
40.0kHz,,
40,1.2023,0.1369
40,1.2512,0.1222
40,1.1877,0.1173
40,1.1975,0.1124
40,1.1681,0.1124
40,1.217,0.1173
40,1.2659,0.1222
40,1.2708,0.1124
40,1.1779,0.1222
40,1.2854,0.1173
40,1.2805,0.1173
40,1.261,0.1222
40,1.1828,0.1026
40,1.217,0.1173
40,1.1584,0.1173
40,1.2023,0.1124
40,1.1681,0.1124
40,1.261,0.1173
40,1.1535,0.1124
40,1.1681,0.1124
40,1.2561,0.1173
40,1.1681,0.1515
40,1.1584,0.1124
40,1.261,0.1173
40,1.1779,0.1173
40,1.1095,0.1124
40,1.1193,0.1222
40,1.2072,0.1173
40,1.217,0.1173
40,1.2268,0.1173
40,1.1975,0.0538
40,1.2512,0.1173
40,1.1095,0.1124
40,1.1046,0.1075
40,1.1144,0.1075
40,1.0606,0.1075
40,1.0802,0.1075
40,1.1144,0.1075
40,1.1193,0.1026
40,1.0655,0.0978
40,1.1144,0.1075
40,1.0997,0.1124
40,1.085,0.1124
40,1.1339,0.1124
40,1.1193,0.1124
40,1.1144,0.1075
40,1.1388,0.1124
40,1.1437,0.1124
40,1.1095,0.0978
40,1.0899,0.0782
41.0kHz,,
41,0.7771,0.0635
41,0.6794,0.0635
41,0.6989,0.0489
41,0.6598,0.0489
41,0.6745,0.044
41,0.7087,0.044
41,0.6745,0.0587
41,0.6745,0.0489
41,0.6891,0.0489
41,0.6452,0.0489
41,0.6891,0.0489
41,0.7136,0.0538
41,0.6598,0.0489
41,0.6696,0.0489
41,0.6745,0.0489
41,0.6891,0.0587
41,0.7185,0.0587
41,0.7038,0.0489
41,0.6843,0.0489
41,0.6647,0.0489
41,0.6843,0.0538
41,0.7038,0.0587
41,0.6647,0.0489
41,0.6989,0.0538
41,0.7038,0.0538
41,0.7283,0.0147
41,0.8309,0.0635
41,0.8944,0.0733
41,0.8211,0.0684
41,0.7722,0.0684
41,0.8162,0.0782
41,0.7869,0.0782
41,0.7576,0.0684
41,0.7771,0.0684
41,0.7478,0.0635
41,0.7429,0.0635
41,0.6843,0.0635
41,0.7136,0.0635
41,0.6843,0.0635
41,0.7234,0.0635
41,0.7283,0.0929
41,0.6598,0.0635
41,0.6794,0.0635
41,0.7136,0.0635
41,0.6598,0.0684
41,0.65,0.0684
41,0.7234,0.0684
41,0.7038,0.0635
41,0.6745,0.0635
41,0.6843,0.0635
42.0kHz,,
42,0.4594,0.0538
42,0.4839,0.0538
42,0.479,0.0489
42,0.5816,0.0684
42,0.5816,0.0587
42,0.6158,0.0538
42,0.7674,0.0587
42,0.8553,0.0684
42,0.8504,0.0684
42,0.6843,0.0587
42,0.738,0.0635
42,0.694,0.0635
42,0.6452,0.0587
42,0.567,0.0538
42,0.4203,0.044
42,0.3812,0.0489
42,0.4643,0.0391
42,0.4888,0.0489
42,0.5523,0.0489
42,0.5816,0.0587
42,0.4594,0.0587
42,0.4936,0.0635
42,0.4643,0.0489
42,0.4399,0.0587
42,0.4594,0.0538
42,0.435,0.044
42,0.4594,0.044
42,0.4497,0.0489
42,0.4252,0.0293
42,0.4301,0.044
42,0.4008,0.044
42,0.4154,0.0489
42,0.4203,0.0391
42,0.4594,0.0391
42,0.4154,0.044
42,0.4203,0.044
42,0.347,0.0293
42,0.4252,0.044
42,0.4203,0.044
42,0.4692,0.0391
42,0.435,0.0391
42,0.4057,0.0391
42,0.3372,0.0733
42,0.3959,0.0293
42,0.4203,0.0342
42,0.4399,0.0293
42,0.3861,0.0391
42,0.3861,0.0391
42,0.3568,0.0489
42,0.347,0.0342
43.0kHz,,
43,0.3177,0.0244
43,0.3275,0.0244
43,0.3177,0.0342
43,0.3177,0.0342
43,0.3372,0.0342
43,0.3177,0.0342
43,0.3372,0.0293
43,0.3128,0.0293
43,0.3079,0.0244
43,0.2835,0.0293
43,0.391,0.0538
43,0.3275,0.0342
43,0.3324,0.0293
43,0.3519,0.0196
43,0.3617,0.0293
43,0.3519,0.0244
43,0.3421,0.0293
43,0.3617,0.0293
43,0.3763,0.0293
43,0.3568,0
43,0.3519,0.0196
43,0.3275,0.0293
43,0.3812,0.0244
43,0.3275,0.0293
43,0.3275,0.0293
43,0.3617,0.0196
43,0.3763,0.0293
43,0.3519,0.0244
43,0.391,0.0293
43,0.3372,0.0293
43,0.3812,0.0293
43,0.3715,0.0293
43,0.3666,0.0196
43,0.4008,0.0293
43,0.4106,0.0244
43,0.4057,0.0293
43,0.3861,0.0342
43,0.3666,0.0342
43,0.3861,0.0342
43,0.3861,0.0293
43,0.3666,0.0342
43,0.3128,0.0244
43,0.3715,0.0391
43,0.3812,0.0391
43,0.3519,0.0342
43,0.3861,0.0391
43,0.4399,0.0293
43,0.4106,0.0342
43,0.3861,0.0391
43,0.3812,0.0391
44.0kHz,,
44,0.3715,0.0244
44,0.4252,0.0196
44,0.3372,0.0049
44,0.347,0.0147
44,0.3324,0.0049
44,0.3324,0.0098
44,0.3568,0.0098
44,0.3666,0.0147
44,0.4106,0.0147
44,0.347,0.0244
44,0.3812,0.0196
44,0.3324,0.0098
44,0.4252,0.0098
44,0.3763,0.0098
44,0.347,0.0147
44,0.3861,0.0147
44,0.3568,0.0196
44,0.3617,0.0147
44,0.3666,0.0147
44,0.3568,0.0147
44,0.3617,0
44,0.3275,0.0147
44,0.3128,0.0147
44,0.3715,0.0147
44,0.3568,0.0196
44,0.391,0.0244
44,0.3421,0.0147
44,0.3617,0
44,0.3324,0.0147
44,0.3372,0.0147
44,0.3519,0.0147
44,0.3324,0.0098
44,0.3959,0.0244
44,0.3519,0.0147
44,0.3812,0.044
44,0.2981,0.0147
44,0.3861,0.0147
44,0.3812,0.0147
44,0.3421,0.0049
44,0.3763,0.0147
44,0.3763,0.0147
44,0.3519,0.0147
44,0.303,0.0147
44,0.3568,0.0147
44,0.3812,0.0147
44,0.435,0.0049
44,0.347,0.0049
44,0.3617,0.0147
44,0.3372,0.0196
44,0.3421,0.0147
45.0kHz,,
45,0.3372,0
45,0.3324,0.0049
45,0.3861,0.0049
45,0.3372,0.0049
45,0.3421,0.0049
45,0.303,0
45,0.3617,0.0049
45,0.2884,0
45,0.3275,0.0049
45,0.3079,0.0147
45,0.3372,0.0049
45,0.3421,0.0049
45,0.3128,0.0098
45,0.3568,0.0049
45,0.3226,0.0147
45,0.3275,0.0098
45,0.2933,0.0049
45,0.3275,0.0049
45,0.3226,0
45,0.3079,0.0049
45,0.347,0.0049
45,0.3128,0.0049
45,0.3177,0.0147
45,0.3519,0
45,0.3177,0.0049
45,0.3226,0.0098
45,0.2933,0.0049
45,0.2395,0.0049
45,0.2884,0.0049
45,0.303,0.0049
45,0.2933,0
45,0.2688,0.0049
45,0.2444,0.0147
45,0.2786,0.0049
45,0.3324,0
45,0.2981,0.0049
45,0.303,0.0049
45,0.2835,0.0049
45,0.3079,0.0098
45,0.2884,0.0049
45,0.3128,0.0049
45,0.3226,0
45,0.3226,0.0049
45,0.2835,0.0049
45,0.2884,0.0049
45,0.2444,0.0049
45,0.2786,0
45,0.3079,0.0049
45,0.2737,0.0049
45,0.3568,0.0049
46.0kHz,,
46,0.2542,0
46,0.2346,0.0049
46,0.2542,0
46,0.2737,0.0049
46,0.2688,0.0049
46,0.2542,0.0049
46,0.2639,0.0049
46,0.2639,0
46,0.2639,0
46,0.347,0
46,0.259,0
46,0.3226,0
46,0.259,0.0049
46,0.2444,0
46,0.259,0
46,0.2639,0.0049
46,0.2639,0.0098
46,0.2981,0.0098
46,0.2493,0
46,0.2639,0.0049
46,0.2346,0
46,0.259,0
46,0.2444,0
46,0.2493,0
46,0.2346,0
46,0.2346,0
46,0.2444,0.0147
46,0.2444,0.0049
46,0.3324,0.0098
46,0.3079,0
46,0.2053,0.0098
46,0.259,0
46,0.2737,0.0049
46,0.259,0.0049
46,0.2786,0.0049
46,0.2688,0
46,0.2688,0.0244
46,0.2786,0.0049
46,0.3275,0.0049
46,0.2981,0.0049
46,0.4057,0.0049
46,0.4594,0.0098
46,0.7674,0.0098
46,0.4203,0.0098
46,0.3372,0.0049
46,0.3177,0.0049
46,0.3372,0
46,0.3128,0.0049
46,0.3519,0
46,0.3617,0
47.0kHz,,
47,0.2493,0.0147
47,0.2786,0
47,0.2444,0
47,0.2493,0
47,0.2248,0.0049
47,0.1955,0
47,0.2395,0
47,0.2688,0
47,0.2542,0
47,0.3079,0
47,0.2835,0
47,0.2884,0
47,0.2688,0
47,0.3079,0.0049
47,0.3128,0
47,0.3226,0
47,0.303,0
47,0.2981,0.0098
47,0.3128,0
47,0.3226,0
47,0.303,0.0049
47,0.3177,0.0049
47,0.3079,0.0049
47,0.3177,0.0049
47,0.2933,0.0098
47,0.3275,0.0049
47,0.3177,0
47,0.3275,0
47,0.303,0
47,0.2884,0
47,0.2981,0.0049
47,0.303,0
47,0.2835,0.0098
47,0.2933,0
47,0.2199,0
47,0.2053,0
47,0.1906,0.0244
47,0.2199,0.0098
47,0.2395,0
47,0.2444,0
47,0.2542,0
47,0.2102,0
47,0.2884,0
47,0.303,0
47,0.2786,0
47,0.3372,0
47,0.2884,0
47,0.2444,0
47,0.2053,0
47,0.2542,0.0049
48.0kHz,,
48,0.9482,0.044
48,0.9433,0.0538
48,0.9531,0.0489
48,0.9482,0.0489
48,0.9873,0.0489
48,0.9384,0.0489
48,0.9677,0.0489
48,0.958,0.0489
48,0.9482,0.0489
48,0.9384,0.0489
48,0.9482,0.0489
48,0.9531,0.0489
48,0.9384,0.0538
48,0.9335,0.0489
48,0.9384,0.0244
48,0.9824,0.0244
48,0.9433,0.0538
48,0.9384,0.0538
48,0.9482,0.0489
48,0.9726,0.0489
48,0.9531,0.0489
48,0.9482,0.0489
48,0.9384,0.0489
48,0.9433,0.0489
48,0.9433,0.0489
48,0.9384,0.0489
48,0.9335,0.0489
48,0.9384,0.0489
48,0.9824,0.0489
48,0.9433,0.044
48,0.9091,0
48,0.9384,0.0244
48,0.9726,0.0538
48,0.9433,0.0489
48,0.9384,0.0489
48,0.9286,0.0489
48,0.9384,0.0489
48,0.9433,0.0489
48,0.9286,0.0489
48,0.9286,0.0489
48,0.9384,0.0489
48,0.9629,0.0489
48,0.9335,0.0538
48,0.8895,0.0489
48,0.9286,0.0489
48,0.9824,0.0684
48,0.9335,0
48,0.9335,0.0538
48,0.9286,0.044
48,0.9335,0.0489
49.0kHz,,
49,0.6354,0.0342
49,0.6598,0.0244
49,0.6452,0.0244
49,0.6403,0.0244
49,0.6354,0.0244
49,0.6549,0.0244
49,0.7283,0.0196
49,0.6696,0
49,0.6647,0
49,0.6549,0.0147
49,0.6061,0.0196
49,0.6598,0.0196
49,0.6647,0.0244
49,0.6158,0.0196
49,0.6647,0.0244
49,0.6745,0.0196
49,0.6598,0.0244
49,0.6647,0.0196
49,0.6549,0.0196
49,0.6354,0.0244
49,0.7234,0.0244
49,0.6696,0.0244
49,0.6598,0.0244
49,0.6549,0.0244
49,0.6843,0.0196
49,0.6549,0.0196
49,0.6647,0.0196
49,0.6647,0.0244
49,0.6598,0.0244
49,0.6598,0.0147
49,0.6696,0
49,0.65,0
49,0.6549,0.0244
49,0.6696,0.0196
49,0.7038,0.0244
49,0.65,0.0244
49,0.6647,0.0196
49,0.6549,0.0244
49,0.6647,0.0196
49,0.6452,0.0244
49,0.6403,0.0196
49,0.6354,0.0196
49,0.6305,0.0196
49,0.6354,0.0196
49,0.6305,0.0196
49,0.6403,0.0196
49,0.6207,0.0196
49,0.6354,0.0196
49,0.7576,0.0196
49,0.7038,0.0147
50.0kHz,,
50,0.4057,0
50,0.4057,0
50,0.4008,0
50,0.4106,0
50,0.3861,0
50,0.4057,0
50,0.4203,0
50,0.4203,0
50,0.3715,0
50,0.4154,0
50,0.4448,0
50,0.4399,0
50,0.4399,0
50,0.4692,0
50,0.435,0
50,0.4448,0
50,0.4448,0
50,0.4497,0
50,0.5034,0
50,0.435,0
50,0.4545,0
50,0.4594,0.0098
50,0.4594,0
50,0.4741,0.0147
50,0.4448,0.0196
50,0.4545,0.0049
50,0.4448,0
50,0.4399,0
50,0.4594,0
50,0.4448,0
50,0.4594,0
50,0.4643,0
50,0.4643,0
50,0.4692,0
50,0.4692,0
50,0.4643,0
50,0.4399,0
50,0.4594,0
50,0.4448,0
50,0.4545,0
50,0.4594,0
50,0.4643,0
50,0.4594,0
50,0.4545,0
50,0.435,0
50,0.4692,0
50,0.4594,0
50,0.4643,0
50,0.4545,0
50,0.4692,0
51.0kHz,,
51,0.2199,0
51,0.1026,0
51,0.1222,0
51,0.1075,0
51,0.1075,0
51,0.2542,0
51,0.3079,0
51,0.3715,0
51,0.3421,0
51,0.3617,0
51,0.4692,0
51,0.2248,0
51,0.1906,0
51,0.1173,0.0049
51,0.1271,0
51,0.1369,0
51,0.2004,0
51,0.2004,0
51,0.2884,0
51,0.4057,0
51,0.4008,0
51,0.2395,0
51,0.1222,0.0147
51,0.0978,0.0049
51,0.0733,0
51,0.0831,0
51,0.088,0.0098
51,0.0831,0
51,0.0733,0
51,0.0635,0
51,0.088,0
51,0.0538,0
51,0.0782,0
51,0.0733,0
51,0.0782,0
51,0.0684,0
51,0.0782,0
51,0.0782,0
51,0.0733,0
51,0.0831,0
51,0.0635,0
51,0.0733,0
51,0.0929,0
51,0.0831,0
51,0.0831,0
51,0.0635,0
51,0.0733,0
51,0.088,0
51,0.088,0
51,0.0733,0
52.0kHz,,
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
52,0,0
53.0kHz,,
53,0,0
53,0,0
53,0.0098,0
53,0,0
53,0.0196,0
53,0.0244,0
53,0.0049,0
53,0.0049,0
53,0.0098,0
53,0.0098,0
53,0.0147,0
53,0.0196,0
53,0.0244,0
53,0.0196,0
53,0.0049,0
53,0.0098,0
53,0,0
53,0.0196,0
53,0.0244,0
53,0.0049,0
53,0.0049,0
53,0.0049,0
53,0.0098,0
53,0.0098,0
53,0.0196,0
53,0.0244,0
53,0.0244,0
53,0.0049,0
53,0.0098,0
53,0.0098,0
53,0.0098,0
53,0.0196,0
53,0.0244,0
53,0.0147,0
53,0.0049,0
53,0.0098,0
53,0,0
53,0.0196,0
53,0.0244,0
53,0.0196,0
53,0.0049,0
53,0.0098,0
53,0.0098,0
53,0.0098,0
53,0.0196,0
53,0.0244,0
53,0.0244,0
53,0.0049,0
53,0.0098,0
53,0.0293,0
54.0kHz,,
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
55.0kHz,,
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
55,0,0
56.0kHz,,
56,0.2053,0
56,0.1369,0
56,0.1417,0
56,0.1222,0
56,0.132,0
56,0.0733,0
56,0.1271,0.0049
56,0.1613,0
56,0.1124,0
56,0.1173,0
56,0.0782,0
56,0.0978,0
56,0.0978,0
56,0.0831,0
56,0.0831,0
56,0.0733,0
56,0.0733,0
56,0.0684,0
56,0.0684,0
56,0.0782,0
56,0.0587,0
56,0.0831,0
56,0.0978,0
56,0.0831,0
56,0.0342,0
56,0.0733,0
56,0.0684,0
56,0.0684,0.0049
56,0.0684,0
56,0.0196,0
56,0.0733,0
56,0.0831,0
56,0.0929,0
56,0.0831,0
56,0.1026,0
56,0.0733,0
56,0.0684,0
56,0.0684,0
56,0.0782,0
56,0.0587,0
56,0.0831,0
56,0.0978,0
56,0.1026,0
56,0.0831,0
56,0.0929,0
56,0.0733,0
56,0.0684,0
56,0.0684,0
56,0.0782,0
56,0.0684,0
57.0kHz,,
57,0.3666,0
57,0.3959,0
57,0.4252,0
57,0.3959,0
57,0.3959,0
57,0.4106,0
57,0.4008,0
57,0.4057,0
57,0.3812,0
57,0.4008,0
57,0.4106,0
57,0.3715,0
57,0.4106,0
57,0.3959,0
57,0.3763,0
57,0.3568,0
57,0.435,0
57,0.4008,0
57,0.4008,0
57,0.3812,0
57,0.391,0
57,0.3763,0
57,0.4301,0
57,0.391,0
57,0.4203,0
57,0.4154,0
57,0.4497,0
57,0.3666,0
57,0.4741,0
57,0.4203,0
57,0.4106,0
57,0.4008,0
57,0.4008,0
57,0.3861,0
57,0.3812,0.0098
57,0.3861,0
57,0.3861,0
57,0.3959,0
57,0.435,0
57,0.3177,0
57,0.4594,0
57,0.3861,0
57,0.4008,0.0147
57,0.3715,0.0147
57,0.4008,0
57,0.4154,0
57,0.4008,0
57,0.4057,0
57,0.435,0
57,0.4154,0
58.0kHz,,
58,0.4936,0.0049
58,0.4888,0.0049
58,0.5132,0.0098
58,0.5181,0.0098
58,0.4888,0
58,0.5083,0
58,0.5523,0.0049
58,0.5034,0.0098
58,0.5279,0.0098
58,0.5132,0.0049
58,0.4888,0.0049
58,0.5132,0.0049
58,0.4839,0
58,0.4741,0.0098
58,0.479,0
58,0.479,0.0049
58,0.4448,0.0049
58,0.4985,0.0049
58,0.4594,0.0049
58,0.479,0.0098
58,0.5718,0.0098
58,0.4545,0
58,0.4888,0.0049
58,0.4888,0.0049
58,0.4985,0.0049
58,0.4936,0.0049
58,0.4936,0.0049
58,0.4252,0.0147
58,0.4594,0.0049
58,0.479,0.0049
58,0.479,0.0049
58,0.4741,0.0049
58,0.4594,0.0049
58,0.4643,0.0049
58,0.5327,0.0196
58,0.4741,0.0489
58,0.4839,0.0049
58,0.4545,0.0049
58,0.4741,0.0049
58,0.4692,0.0049
58,0.435,0.0049
58,0.3519,0.0049
58,0.4643,0.0049
58,0.479,0.0098
58,0.4497,0.0049
58,0.4203,0
58,0.4106,0
58,0.4301,0
58,0.3861,0
58,0.4399,0
59.0kHz,,
59,0.3519,0
59,0.3421,0
59,0.3324,0
59,0.3421,0
59,0.347,0
59,0.4008,0
59,0.4008,0
59,0.347,0
59,0.3421,0
59,0.3763,0
59,0.3666,0.0098
59,0.3568,0
59,0.3666,0
59,0.3763,0
59,0.391,0
59,0.2884,0
59,0.3666,0
59,0.3177,0
59,0.3861,0
59,0.3617,0
59,0.3421,0
59,0.3666,0
59,0.3617,0
59,0.3372,0.0049
59,0.3421,0.0342
59,0.3763,0
59,0.3715,0
59,0.3568,0
59,0.3568,0
59,0.3763,0
59,0.3959,0
59,0.3959,0
59,0.347,0
59,0.3568,0
59,0.4301,0
59,0.3715,0
59,0.3617,0
59,0.3519,0
59,0.3617,0
59,0.3617,0
59,0.3421,0
59,0.3372,0
59,0.391,0
59,0.3079,0
59,0.3812,0
59,0.3715,0
59,0.3666,0
59,0.3763,0
59,0.3666,0
59,0.3666,0
60.0kHz,,
60,0.5132,0
60,0.5376,0.0049
60,0.4252,0.0049
60,0.4936,0.0049
60,0.4888,0.0049
60,0.4936,0
60,0.4936,0.0049
60,0.4936,0.0049
60,0.5132,0.0049
60,0.5083,0.0049
60,0.4741,0.0098
60,0.4888,0
60,0.4839,0.0049
60,0.435,0.0049
60,0.523,0.0098
60,0.4985,0.0049
60,0.523,0
60,0.5083,0
60,0.4839,0.0049
60,0.4888,0.0049
60,0.479,0.0049
60,0.5083,0.0049
60,0.4985,0.0098
60,0.4545,0.0196
60,0.4741,0.0049
60,0.4936,0.0049
60,0.4448,0.0049
60,0.4203,0.0049
60,0.4985,0.0049
60,0.4985,0
60,0.5181,0.0049
60,0.4985,0.0049
60,0.4936,0.0049
60,0.4888,0.0049
60,0.523,0.0147
60,0.4936,0.0098
60,0.5034,0.0049
60,0.4692,0
60,0.4888,0.0049
60,0.479,0.0049
60,0.5523,0.0147
60,0.4985,0.0098
60,0.5132,0.0049
60,0.5425,0.0049
60,0.5083,0.0049
60,0.4985,0.0049
60,0.4985,0.0293
60,0.479,0.0049
60,0.4888,0.0049
60,0.4839,0.0049
61.0kHz,,
61,0.4839,0.0049
61,0.4741,0.0049
61,0.4985,0.0147
61,0.479,0.0049
61,0.4936,0.0049
61,0.4985,0.0049
61,0.5083,0.0049
61,0.5132,0.0098
61,0.4692,0.0098
61,0.4839,0.0049
61,0.4985,0.0049
61,0.5083,0.0098
61,0.5914,0.0049
61,0.4888,0.0098
61,0.5034,0.0049
61,0.523,0.0098
61,0.4888,0.0049
61,0.4936,0.0049
61,0.5083,0.0147
61,0.479,0.0049
61,0.4936,0.0049
61,0.5279,0.0098
61,0.5034,0.0049
61,0.5279,0
61,0.4936,0.0049
61,0.4839,0.0049
61,0.479,0.0049
61,0.5034,0.0049
61,0.5523,0.0391
61,0.5279,0.0098
61,0.5327,0.0098
61,0.5181,0.0049
61,0.5327,0.0049
61,0.5376,0
61,0.4301,0.0049
61,0.4888,0.0098
61,0.5963,0.0098
61,0.5279,0.0098
61,0.5767,0.0147
61,0.523,0.0049
61,0.5865,0.0098
61,0.5474,0.0098
61,0.5572,0.0098
61,0.523,0.0098
61,0.5279,0.0342
61,0.4888,0.0049
61,0.4839,0.0049
61,0.5132,0.0049
61,0.5376,0.0098
61,0.5083,0
62.0kHz,,
62,0.4448,0.0049
62,0.391,0
62,0.4497,0
62,0.4154,0.0049
62,0.4252,0
62,0.3812,0
62,0.391,0
62,0.3666,0
62,0.4106,0
62,0.391,0
62,0.4301,0.0098
62,0.4057,0
62,0.4057,0
62,0.4203,0
62,0.4154,0.0049
62,0.391,0
62,0.4203,0
62,0.3861,0
62,0.4399,0
62,0.435,0.0049
62,0.4497,0.0049
62,0.5083,0.0049
62,0.4839,0.0049
62,0.4594,0.0098
62,0.4545,0.0049
62,0.5132,0.0049
62,0.4741,0.0049
62,0.5083,0.0049
62,0.4301,0.0049
62,0.3763,0
62,0.4985,0.0049
62,0.4741,0.0049
62,0.3324,0
62,0.303,0
62,0.4252,0.0049
62,0.4301,0
62,0.3666,0
62,0.435,0
62,0.4399,0
62,0.4008,0
62,0.4203,0
62,0.4203,0
62,0.4057,0
62,0.4057,0.0049
62,0.4057,0
62,0.4399,0
62,0.4154,0
62,0.3861,0
62,0.4057,0.0049
62,0.4008,0
63.0kHz,,
63,0.3959,0.0049
63,0.3715,0.0049
63,0.3666,0
63,0.3519,0.0049
63,0.3421,0
63,0.3421,0
63,0.3519,0
63,0.347,0
63,0.3421,0
63,0.3519,0
63,0.3617,0.0098
63,0.3617,0.0049
63,0.3763,0.0049
63,0.3519,0.0049
63,0.391,0.0049
63,0.3763,0.0196
63,0.3568,0.0049
63,0.3226,0.0049
63,0.3763,0
63,0.3421,0
63,0.3519,0
63,0.3177,0
63,0.3372,0
63,0.3177,0.0049
63,0.3275,0
63,0.347,0
63,0.3519,0.0049
63,0.347,0
63,0.3421,0.0098
63,0.347,0
63,0.3519,0
63,0.3715,0.0049
63,0.3568,0.0098
63,0.3617,0
63,0.3959,0
63,0.3861,0.0049
63,0.4154,0
63,0.4545,0.0049
63,0.3666,0.0049
63,0.4545,0.0049
63,0.391,0.0049
63,0.4252,0
63,0.391,0.0049
63,0.4154,0.0049
63,0.3763,0.0049
63,0.3715,0
63,0.3715,0.0049
63,0.3568,0.0098
63,0.3715,0.0049
63,0.3763,0.0147
64.0kHz,,
64,0.4399,0.0049
64,0.4839,0.0098
64,0.4497,0.0098
64,0.4497,0.0049
64,0.4839,0.0196
64,0.4692,0.0049
64,0.4643,0.0049
64,0.4741,0.0098
64,0.479,0.0098
64,0.4643,0.0098
64,0.4594,0.0098
64,0.4448,0.0049
64,0.4448,0.0049
64,0.5034,0.0098
64,0.435,0.0098
64,0.5523,0.0098
64,0.4448,0.0098
64,0.4741,0.0098
64,0.4741,0.0098
64,0.4154,0.0098
64,0.4545,0.0098
64,0.4545,0.0147
64,0.4545,0.0098
64,0.4692,0.0098
64,0.4252,0.0098
64,0.4399,0
64,0.435,0.0098
64,0.4203,0.0049
64,0.4301,0.0098
64,0.4448,0.0098
64,0.3763,0.0049
64,0.4252,0.0049
64,0.4252,0.0049
64,0.4399,0
64,0.4643,0.0049
64,0.3519,0.0049
64,0.4008,0.0049
64,0.4399,0
64,0.4203,0.0049
64,0.3959,0.0049
64,0.4203,0.0049
64,0.4057,0
64,0.4399,0.0049
64,0.4203,0.0049
64,0.4203,0
64,0.4497,0
64,0.4301,0.0098
64,0.4057,0.0049
64,0.4497,0.0049
